node_index,x_m,z_m
62,12.078638216791408,-10.246550444668436
63,12.002035311205042,-10.318362664072422
64,11.925364074733867,-10.390101924578655
65,11.848624500192322,-10.461768079067248
66,11.771816580660648,-10.533360980232207
67,11.694940309485958,-10.60488048058194
68,11.617995680283308,-10.676326432439737
69,11.540982686936774,-10.747698687944286
70,11.463901323600524,-10.818997099050181
71,11.386751584699896,-10.890221517528431
72,11.309533464932462,-10.961371794966979
73,11.232246959269121,-11.032447782771232
74,11.154892062955163,-11.103449332164587
75,11.07746877151136,-11.174376294188963
76,10.999977080735023,-11.24522851970535
77,10.922416986701112,-11.316005859394341
78,10.844788485763292,-11.386708163756694
79,10.767091574555023,-11.457335283113881
80,10.689326249990643,-11.527887067608653
81,10.611492509266448,-11.5983633672056
82,10.533590349861775,-11.668764031691733
83,10.455619769540089,-11.73908891067705
84,10.377580766350064,-11.809337853595126
85,10.299473338626667,-11.879510709703698
86,10.221297484992247,-11.949607328085257
87,10.14305320435762,-12.019627557647645
88,10.064740495923154,-12.089571247124667
89,9.986359359179854,-12.159438245076693
90,9.907909793910456,-12.22922839989127
91,9.82939180019051,-12.298941559783751
92,9.750805378389472,-12.368577572797918
93,9.672150529171782,-12.438136286806607
94,9.59342725349797,-12.507617549512354
95,9.51463555262573,-12.577021208448027
96,9.435775428111022,-12.64634711097749
97,9.356846881809147,-12.715595104296238
98,9.27784991587586,-12.784765035432063
99,9.198784532768435,-12.853856751245727
100,9.119650735246772,-12.92287009843162
101,9.040448526374483,-12.991804923518437
102,8.961177909519984,-13.060661072869873
103,8.881838888357587,-13.129438392685294
104,8.802431466868587,-13.198136729000439
105,8.722955649342362,-13.26675592768811
106,8.643411440377452,-13.335295834458886
107,8.563798844882664,-13.40375629486183
108,8.484117868078151,-13.4721371542852
109,8.404368515496515,-13.540438257957177
110,8.32455079298389,-13.608659450946583
111,8.24466470670104,-13.676800578163622
112,8.16471026312444,-13.744861484360623
113,8.084687469047385,-13.812842014132762
114,8.004596331581059,-13.880742011918844
115,7.924436858155643,-13.948561322002035
116,7.844209056521397,-14.01629978851063
117,7.763912934749754,-14.083957255418827
118,7.6835485012344105,-14.151533566547489
119,7.603115764692413,-14.21902856556494
120,7.522614734165252,-14.286442095987738
121,7.442045419019946,-14.35377400118146
122,7.361407828950135,-14.42102412436152
123,7.280701973977166,-14.488192308593952
124,7.199927864451183,-14.555278396796236
125,7.119085511052214,-14.622282231738097
126,7.038174924791257,-14.689203656042338
127,6.957196117011366,-14.756042512185658
128,6.876149099388737,-14.822798642499489
129,6.795033883933799,-14.889471889170842
130,6.713850482992292,-14.95606209424314
131,6.632598909246353,-15.022569099617073
132,6.551279175715598,-15.088992747051453
133,6.469891295758211,-15.155332878164092
134,6.388435283072019,-15.221589334432647
135,6.306911151695575,-15.28776195719551
136,6.22531891600924,-15.35385058765269
137,6.143658590736264,-15.419855066866692
138,6.06193019094386,-15.48577523576342
139,5.980133732044287,-15.551610935133066
140,5.898269229795924,-15.617362005631026
141,5.816336700304346,-15.683028287778807
142,5.7343361600234,-15.748609621964935
143,5.652267625756279,-15.814105848445905
144,5.5701311146565935,-15.87951680734708
145,5.487926644229448,-15.944842338663651
146,5.405654232332505,-16.01008228226157
147,5.32331389717706,-16.0752364778785
148,5.240905657329108,-16.140304765124764
149,5.158429531710409,-16.205286983484317
150,5.0758855395995575,-16.270182972315705
151,4.993273700633047,-16.334992570853046
152,4.910594034806328,-16.399715618207
153,4.827846562474878,-16.464351953365767
154,4.745031304355258,-16.52890141519606
155,4.66214828152617,-16.59336384244413
156,4.579197515429517,-16.657739073736753
157,4.496179027871461,-16.722026947582236
158,4.413092841023477,-16.786227302371458
159,4.329938977423403,-16.85033997637887
160,4.246717459976496,-16.91436480776353
161,4.16342831195648,-16.978301634570148
162,4.080071557006592,-17.042150294730128
163,3.9966472191406375,-17.105910626062602
164,3.913155322744025,-17.169582466275504
165,3.8295958925748135,-17.233165652966616
166,3.745968953764759,-17.296660023624646
167,3.662274531820346,-17.3600654156303
168,3.5785126526238287,-17.423381666257352
169,3.494683342434268,-17.486608612673756
170,3.410786627888566,-17.549746091942705
171,3.326822536002494,-17.612793941023757
172,3.242791094171727,-17.675751996773936
173,3.158692330172869,-17.738620095948832
174,3.07452627216448,-17.80139807520373
175,2.990292948688099,-17.864085771094736
176,2.9059923886692633,-17.9266830200799
177,2.8216246214185343,-17.989189658520363
178,2.737189676632511,-18.0516055226815
179,2.6526875843948403,-18.11393044873405
180,2.568118375177237,-18.17616427275531
181,2.483482079840492,-18.23830683073027
182,2.3987787296354774,-18.30035795855279
183,2.3140083562041536,-18.362317492026776
184,2.229170991580572,-18.42418526686736
185,2.1442666681918787,-18.485961118702107
186,2.059295418859307,-18.547644883072174
187,1.974257276799177,-18.60923639543355
188,1.8891522756238857,-18.67073549115823
189,1.8039804493429,-18.732142005535465
190,1.7187418323637402,-18.793455773772948
191,1.6334364594929678,-18.854676630998068
192,1.5480643659371687,-18.915804412259128
193,1.4626255873039273,-18.976838952526585
194,1.377120159602807,-19.037780086694312
195,1.2915481192463254,-19.098627649580827
196,1.2059095030509166,-19.159381475930576
197,1.120204348237909,-19.220041400415184
198,1.034432692434482,-19.28060725763473
199,0.9485945736746313,-19.341078882119028
200,0.8626900304001275,-19.401456108328908
201,0.7767191014614703,-19.46173877065751
202,0.6906818261188405,-19.521926703431586
203,0.6045782440430507,-19.58201974091279
204,0.518408395316488,-19.64201771729901
205,0.4321723204340593,-19.701920466725657
206,0.3458700603041258,-19.76172782326702
207,0.2595016562494479,-19.821439620937564
208,0.17306715000811224,-19.88105569369329
209,0.0865665837344558,-19.940575875433076
210,0.0,-20.0
