segment,arc_length_m,x_m,z_m
suspended,8.544375,11.920847966686,-12.224016144688
suspended,8.63625,11.853700876522,-12.28672401549
suspended,8.728125,11.786357901083,-12.349221474292
suspended,8.82,11.71881856121,-12.411506674671
suspended,8.911875,11.651082385263,-12.473577754915
suspended,9.00375,11.583148909353,-12.535432837991
suspended,9.095625,11.515017677581,-12.59707003151
suspended,9.1875,11.446688242279,-12.658487427695
suspended,9.279375,11.378160164256,-12.719683103356
suspended,9.37125,11.309433013047,-12.780655119863
suspended,9.463125,11.240506367165,-12.841401523134
suspended,9.555,11.171379814363,-12.901920343611
suspended,9.646875,11.102052951889,-12.962209596253
suspended,9.73875,11.032525386755,-13.022267280531
suspended,9.830625,10.962796736006,-13.082091380419
suspended,9.9225,10.892866626991,-13.141679864403
suspended,10.014375,10.822734697643,-13.201030685482
suspended,10.10625,10.752400596754,-13.260141781182
suspended,10.198125,10.681863984268,-13.319011073569
suspended,10.29,10.611124531562,-13.377636469276
suspended,10.381875,10.540181921743,-13.436015859524
suspended,10.47375,10.469035849944,-13.494147120157
suspended,10.565625,10.397686023619,-13.552028111678
suspended,10.6575,10.326132162855,-13.609656679294
suspended,10.749375,10.254374000672,-13.667030652963
suspended,10.84125,10.182411283338,-13.724147847452
suspended,10.933125,10.110243770686,-13.781006062394
suspended,11.025,10.037871236425,-13.837603082363
suspended,11.116875,9.9652934684693,-13.893936676941
suspended,11.20875,9.8925102692609,-13.950004600802
suspended,11.300625,9.8195214560979,-14.005804593804
suspended,11.3925,9.7463268614673,-14.061334381076
suspended,11.484375,9.6729263333804,-14.116591673129
suspended,11.57625,9.5993197357113,-14.171574165958
suspended,11.668125,9.5255069485385,-14.226279541166
suspended,11.76,9.4514878684894,-14.280705466086
suspended,11.851875,9.3772624090882,-14.334849593912
suspended,11.94375,9.3028305011057,-14.388709563846
suspended,12.035625,9.2281920929132,-14.442283001243
suspended,12.1275,9.1533471508369,-14.495567517769
suspended,12.219375,9.078295659517,-14.548560711571
suspended,12.31125,9.0030376222674,-14.601260167449
suspended,12.403125,8.9275730614387,-14.653663457044
suspended,12.495,8.8519020187822,-14.705768139029
suspended,12.586875,8.776024555817,-14.757571759311
suspended,12.67875,8.6999407541975,-14.809071851249
suspended,12.770625,8.623650716084,-14.86026593587
suspended,12.8625,8.547154564513,-14.911151522107
suspended,12.954375,8.4704524437701,-14.961726107035
suspended,13.04625,8.3935445197636,-15.011987176129
suspended,13.138125,8.3164309803979,-15.061932203523
suspended,13.23,8.2391120359495,-15.111558652287
suspended,13.321875,8.1615879194414,-15.160863974707
suspended,13.41375,8.0838588870193,-15.209845612581
suspended,13.505625,8.0059252183268,-15.258500997527
suspended,13.5975,7.9277872168809,-15.306827551298
suspended,13.689375,7.8494452104466,-15.354822686109
suspended,13.78125,7.7708995514113,-15.402483804979
suspended,13.873125,7.6921506171577,-15.44980830208
suspended,13.965,7.6131988104357,-15.496793563103
suspended,14.056875,7.534044559733,-15.543436965626
suspended,14.14875,7.4546883196435,-15.589735879508
suspended,14.240625,7.3751305712338,-15.635687667282
suspended,14.3325,7.2953718224073,-15.681289684565
suspended,14.424375,7.2154126082658,-15.726539280487
suspended,14.51625,7.1352534914677,-15.771433798115
suspended,14.608125,7.0548950625837,-15.815970574912
suspended,14.7,6.9743379404475,-15.860146943186
suspended,14.791875,6.8935827725043,-15.903960230567
suspended,14.88375,6.8126302351533,-15.947407760493
suspended,14.975625,6.7314810340867,-15.990486852699
suspended,15.0675,6.6501359046235,-16.033194823737
suspended,15.159375,6.5685956120374,-16.075528987487
suspended,15.25125,6.4868609518793,-16.1174866557
suspended,15.343125,6.4049327502944,-16.159065138539
suspended,15.435,6.3228118643313,-16.200261745141
suspended,15.526875,6.2404991822459,-16.241073784188
suspended,15.61875,6.1579956237967,-16.281498564491
suspended,15.710625,6.0753021405333,-16.321533395587
suspended,15.8025,5.9924197160768,-16.361175588348
suspended,15.894375,5.9093493663911,-16.400422455601
suspended,15.98625,5.8260921400462,-16.439271312761
suspended,16.078125,5.7426491184717,-16.477719478475
suspended,16.17,5.6590214162008,-16.515764275283
suspended,16.261875,5.5752101811045,-16.553403030281
suspended,16.35375,5.4912165946146,-16.590633075804
suspended,16.445625,5.4070418719366,-16.627451750116
suspended,16.5375,5.3226872622507,-16.663856398112
suspended,16.629375,5.2381540489015,-16.699844372033
suspended,16.72125,5.1534435495749,-16.735413032187
suspended,16.813125,5.0685571164631,-16.770559747686
suspended,16.905,4.9834961364165,-16.805281897188
suspended,16.996875,4.8982620310815,-16.839576869652
suspended,17.08875,4.8128562570255,-16.873442065101
suspended,17.180625,4.7272803058469,-16.906874895396
suspended,17.2725,4.6415357042708,-16.939872785016
suspended,17.364375,4.5556240142298,-16.972433171851
suspended,17.45625,4.4695468329291,-17.004553507995
suspended,17.548125,4.3833057928958,-17.036231260559
suspended,17.64,4.2969025620124,-17.067463912477
suspended,17.731875,4.2103388435333,-17.098248963333
suspended,17.82375,4.1236163760849,-17.12858393018
suspended,17.915625,4.0367369336477,-17.158466348381
suspended,18.0075,3.9497023255219,-17.187893772437
suspended,18.099375,3.8625143962737,-17.21686377684
suspended,18.19125,3.7751750256648,-17.245373956912
suspended,18.283125,3.6876861285622,-17.273421929661
suspended,18.375,3.6000496548299,-17.301005334632
suspended,18.466875,3.5122675892008,-17.328121834768
suspended,18.55875,3.4243419511305,-17.354769117264
suspended,18.650625,3.3362747946295,-17.380944894434
suspended,18.7425,3.2480682080777,-17.406646904568
suspended,18.834375,3.1597243140174,-17.431872912794
suspended,18.92625,3.0712452689264,-17.456620711943
suspended,19.018125,2.9826332629709,-17.480888123406
suspended,19.11,2.8938905197381,-17.504672997996
suspended,19.201875,2.805019295947,-17.527973216801
suspended,19.29375,2.7160218811397,-17.550786692041
suspended,19.385625,2.6269005973509,-17.573111367915
suspended,19.4775,2.5376577987568,-17.594945221446
suspended,19.569375,2.4482958713032,-17.616286263323
suspended,19.66125,2.3588172323119,-17.637132538733
suspended,19.753125,2.2692243300666,-17.657482128187
suspended,19.845,2.1795196433781,-17.677333148344
suspended,19.936875,2.0897056811274,-17.696683752819
suspended,20.02875,1.9997849817894,-17.715532132986
suspended,20.120625,1.9097601129346,-17.73387651877
suspended,20.2125,1.819633670711,-17.751715179433
suspended,20.304375,1.7294082793053,-17.769046424341
suspended,20.39625,1.6390865903835,-17.785868603725
suspended,20.488125,1.5486712825119,-17.802180109428
suspended,20.58,1.4581650605579,-17.817979375638
suspended,20.671875,1.3675706550717,-17.833264879606
suspended,20.76375,1.276890821648,-17.84803514235
suspended,20.855625,1.1861283402698,-17.862288729343
suspended,20.9475,1.0952860146321,-17.876024251187
suspended,21.039375,1.0043666714493,-17.889240364266
suspended,21.13125,0.91337315974293,-17.901935771382
suspended,21.223125,0.82230835011301,-17.914109222376
suspended,21.315,0.73117513399234,-17.925759514727
suspended,21.406875,0.63997642288407,-17.936885494132
suspended,21.49875,0.54871514758347,-17.947486055061
suspended,21.590625,0.45739425738412,-17.957560141303
suspended,21.6825,0.36601671926941,-17.967106746475
suspended,21.774375,0.27458551708947,-17.976124914524
suspended,21.86625,0.18310365072455,-17.98461374019
suspended,21.958125,0.091574135235202,-17.992572369462
suspended,22.05,0,-18
