segment,arc_length_m,x_m,z_m
suspended,5.1352827407037,13.059076762942,-10.592776697639
suspended,5.2011196989179,13.036021989307,-10.654445011947
suspended,5.266956657132,13.012841330649,-10.716066117164
suspended,5.3327936153462,12.989533503496,-10.777639233894
suspended,5.3986305735603,12.966097206414,-10.839163566112
suspended,5.4644675317745,12.942531119718,-10.900638300745
suspended,5.5303044899887,12.918833905172,-10.962062607224
suspended,5.5961414482028,12.895004205691,-11.023435637041
suspended,5.661978406417,12.87104064503,-11.084756523272
suspended,5.7278153646311,12.846941827481,-11.146024380104
suspended,5.7936523228453,12.822706337552,-11.207238302339
suspended,5.8594892810594,12.798332739652,-11.268397364881
suspended,5.9253262392736,12.773819577764,-11.329500622215
suspended,5.9911631974877,12.749165375118,-11.390547107865
suspended,6.0570001557019,12.724368633861,-11.451535833839
suspended,6.122837113916,12.699427834714,-11.512465790052
suspended,6.1886740721302,12.674341436637,-11.573335943737
suspended,6.2545110303443,12.649107876481,-11.634145238837
suspended,6.3203479885585,12.623725568637,-11.694892595374
suspended,6.3861849467726,12.598192904681,-11.755576908807
suspended,6.4520219049868,12.572508253022,-11.816197049361
suspended,6.5178588632009,12.546669958533,-11.876751861342
suspended,6.5836958214151,12.520676342189,-11.937240162431
suspended,6.6495327796292,12.4945257007,-11.997660742949
suspended,6.7153697378434,12.46821630613,-12.058012365109
suspended,6.7812066960575,12.441746405531,-12.11829376224
suspended,6.8470436542717,12.415114220555,-12.178503637984
suspended,6.9128806124858,12.388317947078,-12.238640665475
suspended,6.9787175707,12.361355754811,-12.298703486487
suspended,7.0445545289141,12.334225786913,-12.358690710557
suspended,7.1103914871283,12.306926159604,-12.418600914081
suspended,7.1762284453424,12.279454961772,-12.478432639386
suspended,7.2420654035566,12.251810254578,-12.53818439376
suspended,7.3079023617707,12.223990071065,-12.597854648469
suspended,7.3737393199849,12.195992415763,-12.657441837728
suspended,7.439576278199,12.167815264291,-12.716944357652
suspended,7.5054132364132,12.139456562966,-12.776360565163
suspended,7.5712501946273,12.110914228404,-12.835688776871
suspended,7.6370871528415,12.082186147133,-12.894927267915
suspended,7.7029241110556,12.053270175197,-12.95407427077
suspended,7.7687610692698,12.02416413777,-13.013127974016
suspended,7.8345980274839,11.99486582877,-13.072086521069
suspended,7.9004349856981,11.96537301048,-13.130948008868
suspended,7.9662719439122,11.935683413166,-13.189710486525
suspended,8.0321089021264,11.905794734715,-13.248371953933
suspended,8.0979458603405,11.875704640263,-13.306930360326
suspended,8.1637828185547,11.845410761845,-13.365383602797
suspended,8.2296197767688,11.814910698044,-13.423729524772
suspended,8.295456734983,11.784202013656,-13.481965914426
suspended,8.3612936931971,11.753282239366,-13.540090503064
suspended,8.4271306514113,11.722148871432,-13.598100963439
suspended,8.4929676096254,11.690799371386,-13.655994908025
suspended,8.5588045678396,11.659231165756,-13.713769887233
suspended,8.6246415260537,11.627441645796,-13.771423387574
suspended,8.6904784842679,11.595428167242,-13.82895282976
suspended,8.756315442482,11.563188050089,-13.886355566757
suspended,8.8221524006962,11.530718578386,-13.943628881768
suspended,8.8879893589103,11.498017000064,-14.000769986157
suspended,8.9538263171245,11.465080526788,-14.057776017316
suspended,9.0196632753386,11.431906333838,-14.11464403646
suspended,9.0855002335528,11.398491560026,-14.171371026359
suspended,9.1513371917669,11.364833307648,-14.227953889003
suspended,9.2171741499811,11.330928642479,-14.2843894432
suspended,9.2830111081952,11.296774593799,-14.340674422095
suspended,9.3488480664094,11.262368154479,-14.396805470627
suspended,9.4146850246235,11.227706281109,-14.452779142907
suspended,9.4805219828377,11.192785894179,-14.508591899523
suspended,9.5463589410518,11.157603878321,-14.564240104766
suspended,9.612195899266,11.122157082609,-14.619720023786
suspended,9.6780328574801,11.086442320931,-14.675027819659
suspended,9.7438698156943,11.050456372429,-14.730159550384
suspended,9.8097067739084,11.014195982015,-14.785111165798
suspended,9.8755437321226,10.977657860974,-14.839878504402
suspended,9.9413806903367,10.940838687653,-14.894457290119
suspended,10.007217648551,10.903735108241,-14.948843128958
suspended,10.073054606765,10.866343737658,-15.003031505605
suspended,10.138891564979,10.828661160548,-15.057017779926
suspended,10.204728523193,10.790683932385,-15.110797183393
suspended,10.270565481407,10.752408580706,-15.164364815425
suspended,10.336402439622,10.713831606478,-15.217715639655
suspended,10.402239397836,10.674949485595,-15.270844480112
suspended,10.46807635605,10.635758670537,-15.323746017333
suspended,10.533913314264,10.596255592176,-15.376414784395
suspended,10.599750272478,10.556436661754,-15.428845162883
suspended,10.665587230692,10.516298273045,-15.481031378778
suspended,10.731424188907,10.475836804697,-15.532967498297
suspended,10.797261147121,10.43504862278,-15.584647423658
suspended,10.863098105335,10.393930083542,-15.6360648888
suspended,10.928935063549,10.352477536396,-15.687213455055
suspended,10.994772021763,10.310687327134,-15.738086506773
suspended,11.060608979977,10.268555801399,-15.788677246919
suspended,11.126445938191,10.226079308416,-15.838978692645
suspended,11.192282896406,10.183254204999,-15.888983670846
suspended,11.25811985462,10.14007685985,-15.938684813718
suspended,11.323956812834,10.096543658167,-15.988074554315
suspended,11.389793771048,10.052651006565,-16.037145122143
suspended,11.455630729262,10.008395338338,-16.085888538783
suspended,11.521467687476,9.963773119069,-16.134296613572
suspended,11.587304645691,9.9187808526053,-16.18236093936
suspended,11.653141603905,9.8734150874172,-16.230072888359
suspended,11.718978562119,9.8276724233505,-16.277423608109
suspended,11.784815520333,9.7815495187912,-16.324404017583
suspended,11.850652478547,9.7350430982561,-16.371004803462
suspended,11.916489436761,9.6881499604243,-16.417216416602
suspended,11.982326394975,9.6408669866219,-16.463029068723
suspended,12.04816335319,9.5931911497739,-16.508432729366
suspended,12.114000311404,9.5451195238354,-16.55341712313
suspended,12.179837269618,9.4966492937114,-16.597971727255
suspended,12.245674227832,9.4477777656764,-16.642085769558
suspended,12.311511186046,9.3985023782992,-16.685748226805
suspended,12.37734814426,9.3488207138809,-16.728947823521
suspended,12.443185102474,9.298730510407,-16.771673031323
suspended,12.509022060689,9.2482296740166,-16.813912068806
suspended,12.574859018903,9.1973162919843,-16.855652902038
suspended,12.640695977117,9.1459886462107,-16.896883245727
suspended,12.706532935331,9.0942452272119,-16.937590565107
suspended,12.772369893545,9.0420847485944,-16.977762078614
suspended,12.838206851759,8.989506161997,-17.017384761405
suspended,12.904043809974,8.9365086724779,-17.05644534979
suspended,12.969880768188,8.8830917543183,-17.094930346629
suspended,13.035717726402,8.8292551672073,-17.132826027784
suspended,13.101554684616,8.7749989727697,-17.170118449664
suspended,13.16739164283,8.7203235513879,-17.206793457942
suspended,13.233228601044,8.6652296192648,-17.242836697516
suspended,13.299065559258,8.6097182456658,-17.278233623758
suspended,13.364902517473,8.5537908702705,-17.312969515131
suspended,13.430739475687,8.4974493205576,-17.347029487217
suspended,13.496576433901,8.4406958291363,-17.380398508219
suspended,13.562413392115,8.3835330509316,-17.413061415982
suspended,13.628250350329,8.3259640801207,-17.445002936574
suspended,13.694087308543,8.2679924667103,-17.476207704459
suspended,13.759924266757,8.2096222326372,-17.506660284302
suspended,13.825761224972,8.1508578872652,-17.5363451944
suspended,13.891598183186,8.0917044421453,-17.565246931764
suspended,13.9574351414,8.032167424901,-17.593349998831
suspended,14.023272099614,7.9722528920921,-17.620638931796
suspended,14.089109057828,7.9119674409073,-17.647098330522
suspended,14.154946016042,7.8513182195345,-17.672712889968
suspended,14.220782974257,7.7903129360511,-17.697467433094
suspended,14.286619932471,7.7289598656819,-17.721346945116
suspended,14.352456890685,7.6672678562688,-17.744336609047
suspended,14.418293848899,7.6052463318041,-17.766421842368
suspended,14.484130807113,7.542905293881,-17.787588334705
suspended,14.549967765327,7.4802553209265,-17.807822086338
suspended,14.615804723541,7.4173075650889,-17.827109447369
suspended,14.681641681756,7.3540737466674,-17.845437157342
suspended,14.74747863997,7.2905661459832,-17.862792385098
suspended,14.813315598184,7.2267975926131,-17.879162768643
suspended,14.879152556398,7.1627814519212,-17.894536454764
suspended,14.944989514612,7.0985316088508,-17.908902138143
suspended,15.010826472826,7.0340624489596,-17.922249099706
suspended,15.07666343104,6.969388836706,-17.934567243922
suspended,15.142500389255,6.9045260910252,-17.945847134768
suspended,15.208337347469,6.8394899582553,-17.956080030102
suspended,15.274174305683,6.7742965825081,-17.965257914141
suspended,15.340011263897,6.7089624736031,-17.973373527798
suspended,15.405848222111,6.6435044727129,-17.9804203966
suspended,15.471685180325,6.5779397158968,-17.986392855968
suspended,15.53752213854,6.5122855957216,-17.991286073604
suspended,15.603359096754,6.446559721195,-17.995096068807
suspended,15.669196054968,6.3807798762594,-17.997819728532
suspended,15.735033013182,6.3149639771076,-17.999454820036
suspended,15.800869971396,6.2491300286039,-18
seabed,15.957098222111,6.0929017778888,-18
seabed,16.113326472826,5.9366735271737,-18
seabed,16.269554723541,5.7804452764586,-18
seabed,16.425782974257,5.6242170257435,-18
seabed,16.582011224972,5.4679887750284,-18
seabed,16.738239475687,5.3117605243133,-18
seabed,16.894467726402,5.1555322735982,-18
seabed,17.050695977117,4.9993040228831,-18
seabed,17.206924227832,4.843075772168,-18
seabed,17.363152478547,4.6868475214529,-18
seabed,17.519380729262,4.5306192707378,-18
seabed,17.675608979977,4.3743910200227,-18
seabed,17.831837230692,4.2181627693076,-18
seabed,17.988065481407,4.0619345185925,-18
seabed,18.144293732123,3.9057062678774,-18
seabed,18.300521982838,3.7494780171623,-18
seabed,18.456750233553,3.5932497664472,-18
seabed,18.612978484268,3.4370215157321,-18
seabed,18.769206734983,3.280793265017,-18
seabed,18.925434985698,3.1245650143019,-18
seabed,19.081663236413,2.9683367635868,-18
seabed,19.237891487128,2.8121085128717,-18
seabed,19.394119737843,2.6558802621566,-18
seabed,19.550347988558,2.4996520114415,-18
seabed,19.706576239274,2.3434237607264,-18
seabed,19.862804489989,2.1871955100113,-18
seabed,20.019032740704,2.0309672592963,-18
seabed,20.175260991419,1.8747390085812,-18
seabed,20.331489242134,1.7185107578661,-18
seabed,20.487717492849,1.562282507151,-18
seabed,20.643945743564,1.4060542564359,-18
seabed,20.800173994279,1.2498260057208,-18
seabed,20.956402244994,1.0935977550057,-18
seabed,21.112630495709,0.93736950429058,-18
seabed,21.268858746425,0.78114125357548,-18
seabed,21.42508699714,0.62491300286039,-18
seabed,21.581315247855,0.46868475214529,-18
seabed,21.73754349857,0.31245650143019,-18
seabed,21.893771749285,0.1562282507151,-18
seabed,22.05,0,-18
