wind_speed_mps,current_speed_mps,chain_model,link_count,ball_mass_kg,draft_m,model_depth_m
36.0,0.0,II,210,1200.0,0.829,26.33407345288509
36.0,0.0,II,210,1200.0,0.83,26.355165191074214
36.0,0.0,II,210,1200.0,0.831,26.37591092129756
36.0,0.0,II,210,1200.0,0.832,26.39631802691247
36.0,0.0,II,210,1200.0,0.833,26.416393707712068
36.0,0.0,II,210,1200.0,0.834,26.43614498496556
36.0,0.0,II,210,1200.0,0.835,26.455578706314505
36.0,0.0,II,210,1200.0,0.836,26.474701550529108
36.0,0.0,II,210,1200.0,0.837,26.493520032127837
36.0,0.0,II,210,1200.0,0.838,26.51204050586467
36.0,0.0,II,210,1200.0,0.839,26.530269171087102
36.0,0.0,II,210,1200.0,0.84,26.54821207596898
36.0,0.0,II,210,1200.0,0.841,26.565875121621307
36.0,0.0,II,210,1200.0,0.842,26.583264066084684
36.0,0.0,II,210,1200.0,0.843,26.60038452820645
36.0,0.0,II,210,1200.0,0.844,26.61724199140639
36.0,0.0,II,210,1200.0,0.845,26.633841807333496
36.0,0.0,II,210,1200.0,0.846,26.650189199417266
36.0,0.0,II,210,1200.0,0.847,26.666289266316696
36.0,0.0,II,210,1200.0,0.848,26.682146985269885
36.0,0.0,II,210,1200.0,0.849,26.6977672153466
36.0,0.0,II,210,1200.0,0.85,26.713154700607763
36.0,0.0,II,210,1200.0,0.851,26.728314073173326
36.0,0.0,II,210,1200.0,0.852,26.743249856202112
36.0,0.0,II,210,1200.0,0.853,26.757966466785934
36.0,0.0,II,210,1200.0,0.854,26.772468218760427
36.0,0.0,II,210,1200.0,0.855,26.786759325435053
36.0,0.0,II,210,1200.0,0.856,26.80084390224497
36.0,0.0,II,210,1200.0,0.857,26.814725969326712
36.0,0.0,II,210,1200.0,0.858,26.82840945402017
36.0,0.0,II,210,1200.0,0.859,26.84189819329901
36.0,0.0,II,210,1200.0,0.86,26.855195936131526
36.0,0.0,II,210,1200.0,0.861,26.868306345774368
36.0,0.0,II,210,1200.0,0.862,26.881233002000712
36.0,0.0,II,210,1200.0,0.863,26.893979403265103
36.0,0.0,II,210,1200.0,0.864,26.906548968806725
36.0,0.0,II,210,1200.0,0.865,26.918945040693217
36.0,0.0,II,210,1200.0,0.866,26.931170885806228
36.0,0.0,II,210,1200.0,0.867,26.943229697771176
36.0,0.0,II,210,1200.0,0.868,26.955124598832327
36.0,0.0,II,210,1200.0,0.869,26.96685864167515
36.0,0.0,II,210,1200.0,0.87,26.978434811197257
36.0,0.0,II,210,1200.0,0.871,26.989856026229727
36.0,0.0,II,210,1200.0,0.872,27.0011251412102
36.0,0.0,II,210,1200.0,0.873,27.012244947809087
36.0,0.0,II,210,1200.0,0.874,27.02321817651034
36.0,0.0,II,210,1200.0,0.875,27.03404749814838
36.0,0.0,II,210,1200.0,0.876,27.0447355254019
36.0,0.0,II,210,1200.0,0.877,27.055284814246683
36.0,0.0,II,210,1200.0,0.878,27.065697865367795
36.0,0.0,II,210,1200.0,0.879,27.07597712553286
36.0,0.0,II,210,1200.0,0.88,27.08612498892756
36.0,0.0,II,210,1200.0,0.881,27.096143798454264
36.0,0.0,II,210,1200.0,0.882,27.106035846995027
36.0,0.0,II,210,1200.0,0.883,27.115803378639956
36.0,0.0,II,210,1200.0,0.884,27.125448589882108
36.0,0.0,II,210,1200.0,0.885,27.134973630779562
36.0,0.0,II,210,1200.0,0.886,27.14438060608612
36.0,0.0,II,210,1200.0,0.887,27.15367157635116
36.0,0.0,II,210,1200.0,0.888,27.162848558989655
36.0,0.0,II,210,1200.0,0.889,27.171913529323383
36.0,0.0,II,210,1200.0,0.89,27.180868421594084
36.0,0.0,II,210,1200.0,0.891,27.189715129949132
36.0,0.0,II,210,1200.0,0.892,27.198455509401068
36.0,0.0,II,210,1200.0,0.893,27.207091376761227
36.0,0.0,II,210,1200.0,0.894,27.215624511548434
36.0,0.0,II,210,1200.0,0.895,27.224056656873678
36.0,0.0,II,210,1200.0,0.896,27.232389520301055
36.0,0.0,II,210,1200.0,0.897,27.240624774686065
36.0,0.0,II,210,1200.0,0.898,27.248764058991593
36.0,0.0,II,210,1200.0,0.899,27.256808979082393
36.0,0.0,II,210,1200.0,0.9,27.264761108498824
36.0,0.0,II,210,1200.0,0.901,27.272621989210098
36.0,0.0,II,210,1200.0,0.902,27.280393132347832
36.0,0.0,II,210,1200.0,0.903,27.288076018920577
36.0,0.0,II,210,1200.0,0.904,27.295672100509556
36.0,0.0,II,210,1200.0,0.905,27.303182799946434
36.0,0.0,II,210,1200.0,0.906,27.310609511973574
36.0,0.0,II,210,1200.0,0.907,27.317953603887002
36.0,0.0,II,210,1200.0,0.908,27.325216416163222
36.0,0.0,II,210,1200.0,0.909,27.33239926306934
36.0,0.0,II,210,1200.0,0.91,27.339503433258027
36.0,0.0,II,210,1200.0,0.911,27.346530190347103
36.0,0.0,II,210,1200.0,0.912,27.353480773484158
36.0,0.0,II,210,1200.0,0.913,27.360356397897164
36.0,0.0,II,210,1200.0,0.914,27.367158255430812
36.0,0.0,II,210,1200.0,0.915,27.373887515069352
36.0,0.0,II,210,1200.0,0.916,27.380545323446277
36.0,0.0,II,210,1200.0,0.917,27.38713280534127
36.0,0.0,II,210,1200.0,0.918,27.393651064164352
36.0,0.0,II,210,1200.0,0.919,27.40010118242835
36.0,0.0,II,210,1200.0,0.92,27.406484222209144
36.0,0.0,II,210,1200.0,0.921,27.412801225594656
36.0,0.0,II,210,1200.0,0.922,27.419053215122787
36.0,0.0,II,210,1200.0,0.923,27.425241194208247
36.0,0.0,II,210,1200.0,0.924,27.431366147559004
36.0,0.0,II,210,1200.0,0.925,27.437429041582504
36.0,0.0,II,210,1200.0,0.926,27.44343082478168
36.0,0.0,II,210,1200.0,0.927,27.4493724281416
36.0,0.0,II,210,1200.0,0.928,27.455254765506258
36.0,0.0,II,210,1200.0,0.929,27.461078733946646
36.0,0.0,II,210,1200.0,0.93,27.46684521411936
36.0,0.0,II,210,1200.0,0.931,27.47255507061691
36.0,0.0,II,210,1200.0,0.932,27.478209152309464
36.0,0.0,II,210,1200.0,0.933,27.483808292678184
36.0,0.0,II,210,1200.0,0.934,27.489353310140647
36.0,0.0,II,210,1200.0,0.935,27.494845008368635
36.0,0.0,II,210,1200.0,0.936,27.500284176598022
36.0,0.0,II,210,1200.0,0.937,27.505671589931378
36.0,0.0,II,210,1200.0,0.938,27.511008009633496
36.0,0.0,II,210,1200.0,0.939,27.51629418341981
36.0,0.0,II,210,1200.0,0.94,27.521530845737807
36.0,0.0,II,210,1200.0,0.941,27.526718718042225
36.0,0.0,II,210,1200.0,0.942,27.53185850906324
36.0,0.0,II,210,1200.0,0.943,27.53695091506887
36.0,0.0,II,210,1200.0,0.944,27.541996620120862
36.0,0.0,II,210,1200.0,0.945,27.546996296324757
36.0,0.0,II,210,1200.0,0.946,27.55195060407413
36.0,0.0,II,210,1200.0,0.947,27.556860192289136
36.0,0.0,II,210,1200.0,0.948,27.56172569864949
36.0,0.0,II,210,1200.0,0.949,27.566547749822117
36.0,0.0,II,210,1200.0,0.95,27.571326961683653
36.0,0.0,II,210,1200.0,0.951,27.57606393953747
36.0,0.0,II,210,1200.0,0.952,27.580759278326262
36.0,0.0,II,210,1200.0,0.953,27.585413562839296
36.0,0.0,II,210,1200.0,0.954,27.59002736791522
36.0,0.0,II,210,1200.0,0.955,27.594601258640132
36.0,0.0,II,210,1200.0,0.956,27.599135790541183
36.0,0.0,II,210,1200.0,0.957,27.603631509775894
36.0,0.0,II,210,1200.0,0.958,27.608088953317022
36.0,0.0,II,210,1200.0,0.959,27.61250864913346
36.0,0.0,II,210,1200.0,0.96,27.616891116366883
36.0,0.0,II,210,1200.0,0.961,27.621236865504645
36.0,0.0,II,210,1200.0,0.962,27.6255463985487
36.0,0.0,II,210,1200.0,0.963,27.629820209180696
36.0,0.0,II,210,1200.0,0.964,27.634058782923617
36.0,0.0,II,210,1200.0,0.965,27.638262597299644
36.0,0.0,II,210,1200.0,0.966,27.642432121984616
36.0,0.0,II,210,1200.0,0.967,27.646567818959028
36.0,0.0,II,210,1200.0,0.968,27.650670142655965
36.0,0.0,II,210,1200.0,0.969,27.654739540105297
36.0,0.0,II,210,1200.0,0.97,27.65877645107522
36.0,0.0,II,210,1200.0,0.971,27.662781308210512
36.0,0.0,II,210,1200.0,0.972,27.666754537167684
36.0,0.0,II,210,1200.0,0.973,27.670696556747366
36.0,0.0,II,210,1200.0,0.974,27.67460777902381
36.0,0.0,II,210,1200.0,0.975,27.678488609471476
36.0,0.0,II,210,1200.0,0.976,27.682339447088978
36.0,0.0,II,210,1200.0,0.977,27.686160684520434
36.0,0.0,II,210,1200.0,0.978,27.68995270817414
36.0,0.0,II,210,1200.0,0.979,27.693715898338695
36.0,0.0,II,210,1200.0,0.98,27.69745062929666
36.0,0.0,II,210,1200.0,0.981,27.701157269436028
36.0,0.0,II,210,1200.0,0.982,27.704836181358843
36.0,0.0,II,210,1200.0,0.983,27.708487721988
36.0,0.0,II,210,1200.0,0.984,27.712112242671594
36.0,0.0,II,210,1200.0,0.985,27.715710089285118
36.0,0.0,II,210,1200.0,0.986,27.719281602331417
36.0,0.0,II,210,1200.0,0.987,27.7228271170387
36.0,0.0,II,210,1200.0,0.988,27.72634696345643
36.0,0.0,II,210,1200.0,0.989,27.729841466549235
36.0,0.0,II,210,1200.0,0.99,27.73331094628886
36.0,0.0,II,210,1200.0,0.991,27.736755717744273
36.0,0.0,II,210,1200.0,0.992,27.74017609116973
36.0,0.0,II,210,1200.0,0.993,27.743572372091403
36.0,0.0,II,210,1200.0,0.994,27.74694486139169
36.0,0.0,II,210,1200.0,0.995,27.750293855392346
36.0,0.0,II,210,1200.0,0.996,27.753619645935586
36.0,0.0,II,210,1200.0,0.997,27.75692252046352
36.0,0.0,II,210,1200.0,0.998,27.760202762096306
36.0,0.0,II,210,1200.0,0.999,27.76346064970814
36.0,0.0,II,210,1200.0,1.0,27.76669645800243
36.0,0.0,II,210,1200.0,1.001,27.7699104575848
36.0,0.0,II,210,1200.0,1.002,27.773102915034997
36.0,0.0,II,210,1200.0,1.003,27.776274092977296
36.0,0.0,II,210,1200.0,1.004,27.779424250149425
36.0,0.0,II,210,1200.0,1.005,27.78255364147014
36.0,0.0,II,210,1200.0,1.006,27.78566251810545
36.0,0.0,II,210,1200.0,1.007,27.78875112753363
36.0,0.0,II,210,1200.0,1.008,27.791819713608717
36.0,0.0,II,210,1200.0,1.009,27.79486851662298
36.0,0.0,II,210,1200.0,1.01,27.797897773368064
36.0,0.0,II,210,1200.0,1.011,27.800907717194914
36.0,0.0,II,210,1200.0,1.012,27.80389857807255
36.0,0.0,II,210,1200.0,1.013,27.806870582645644
36.0,0.0,II,210,1200.0,1.014,27.80982395429106
36.0,0.0,II,210,1200.0,1.015,27.81275891317331
36.0,0.0,II,210,1200.0,1.016,27.81567567629866
36.0,0.0,II,210,1200.0,1.017,27.81857445756865
36.0,0.0,II,210,1200.0,1.018,27.821455467832177
36.0,0.0,II,210,1200.0,1.019,27.82431891493672
36.0,0.0,II,210,1200.0,1.02,27.82716500377857
36.0,0.0,II,210,1200.0,1.021,27.82999393635227
36.0,0.0,II,210,1200.0,1.022,27.832805911798758
36.0,0.0,II,210,1200.0,1.023,27.83560112645281
36.0,0.0,II,210,1200.0,1.024,27.838379773889645
36.0,0.0,II,210,1200.0,1.025,27.84114204497046
36.0,0.0,II,210,1200.0,1.026,27.84388812788719
36.0,0.0,II,210,1200.0,1.027,27.846618208206436
36.0,0.0,II,210,1200.0,1.028,27.84933246891257
36.0,0.0,II,210,1200.0,1.029,27.852031090450026
36.0,0.0,II,210,1200.0,1.03,27.854714250764648
36.0,0.0,II,210,1200.0,1.031,27.857382125344532
36.0,0.0,II,210,1200.0,1.032,27.86003488725992
36.0,0.0,II,210,1200.0,1.033,27.862672707202343
36.0,0.0,II,210,1200.0,1.034,27.865295753523164
36.0,0.0,II,210,1200.0,1.035,27.86790419227126
36.0,0.0,II,210,1200.0,1.036,27.870498187230176
36.0,0.0,II,210,1200.0,1.037,27.87307789995435
36.0,0.0,II,210,1200.0,1.038,27.875643489804986
36.0,0.0,II,210,1200.0,1.039,27.878195113984816
36.0,0.0,II,210,1200.0,1.04,27.88073292757293
36.0,0.0,II,210,1200.0,1.041,27.8832570835581
36.0,0.0,II,210,1200.0,1.042,27.885767732872218
36.0,0.0,II,210,1200.0,1.043,27.88826502442275
36.0,0.0,II,210,1200.0,1.044,27.89074910512467
36.0,0.0,II,210,1200.0,1.045,27.893220119931897
36.0,0.0,II,210,1200.0,1.046,27.89567821186812
36.0,0.0,II,210,1200.0,1.047,27.898123522056938
36.0,0.0,II,210,1200.0,1.048,27.900556189751732
36.0,0.0,II,210,1200.0,1.049,27.902976352364654
36.0,0.0,II,210,1200.0,1.05,27.905384145495535
36.0,0.0,II,210,1200.0,1.051,27.907779702959736
36.0,0.0,II,210,1200.0,1.052,27.91016315681599
36.0,0.0,II,210,1200.0,1.053,27.912534637393545
36.0,0.0,II,210,1200.0,1.054,27.91489427331872
36.0,0.0,II,210,1200.0,1.055,27.91724219154115
36.0,0.0,II,210,1200.0,1.056,27.919578517359593
36.0,0.0,II,210,1200.0,1.057,27.921903374447048
36.0,0.0,II,210,1200.0,1.058,27.924216884875804
36.0,0.0,II,210,1200.0,1.059,27.92651916914162
36.0,0.0,II,210,1200.0,1.06,27.92881034618783
36.0,0.0,II,210,1200.0,1.061,27.93109053342884
36.0,0.0,II,210,1200.0,1.062,27.933359846773335
36.0,0.0,II,210,1200.0,1.063,27.93561840064691
36.0,0.0,II,210,1200.0,1.064,27.937866308014513
36.0,0.0,II,210,1200.0,1.065,27.940103680402338
36.0,0.0,II,210,1200.0,1.066,27.942330627919436
36.0,0.0,II,210,1200.0,1.067,27.944547259278956
36.0,0.0,II,210,1200.0,1.068,27.94675368181887
36.0,0.0,II,210,1200.0,1.069,27.94895000152254
36.0,0.0,II,210,1200.0,1.07,27.951136323038934
36.0,0.0,II,210,1200.0,1.071,27.953312749702185
36.0,0.0,II,210,1200.0,1.072,27.955479383551282
36.0,0.0,II,210,1200.0,1.073,27.957636325349036
36.0,0.0,II,210,1200.0,1.074,27.959783674600978
36.0,0.0,II,210,1200.0,1.075,27.96192152957371
36.0,0.0,II,210,1200.0,1.076,27.96404998731325
36.0,0.0,II,210,1200.0,1.077,27.96616914366267
36.0,0.0,II,210,1200.0,1.078,27.96827909327988
36.0,0.0,II,210,1200.0,1.079,27.970379929654744
36.0,0.0,II,210,1200.0,1.08,27.972471745126086
36.0,0.0,II,210,1200.0,1.081,27.974554630898453
36.0,0.0,II,210,1200.0,1.082,27.976628677058407
36.0,0.0,II,210,1200.0,1.083,27.978693972590783
36.0,0.0,II,210,1200.0,1.084,27.980750605394427
36.0,0.0,II,210,1200.0,1.085,27.982798662297967
36.0,0.0,II,210,1200.0,1.086,27.984838229075095
36.0,0.0,II,210,1200.0,1.087,27.986869390459525
36.0,0.0,II,210,1200.0,1.088,27.988892230160108
36.0,0.0,II,210,1200.0,1.089,27.990906830875268
36.0,0.0,II,210,1200.0,1.09,27.992913274307405
36.0,0.0,II,210,1200.0,1.091,27.99491164117694
36.0,0.0,II,210,1200.0,1.092,27.996902011236376
36.0,0.0,II,210,1200.0,1.093,27.998884463283915
36.0,0.0,II,210,1200.0,1.094,28.000859075176866
36.0,0.0,II,210,1200.0,1.095,28.00282592384482
36.0,0.0,II,210,1200.0,1.096,28.0047850853029
36.0,0.0,II,210,1200.0,1.097,28.00673663466433
36.0,0.0,II,210,1200.0,1.098,28.008680646153152
36.0,0.0,II,210,1200.0,1.099,28.010617193116598
36.0,0.0,II,210,1200.0,1.1,28.012546348037365
36.0,0.0,II,210,1200.0,1.101,28.01446818254548
36.0,0.0,II,210,1200.0,1.102,28.016382767430194
36.0,0.0,II,210,1200.0,1.103,28.018290172651636
36.0,0.0,II,210,1200.0,1.104,28.020190467352265
36.0,0.0,II,210,1200.0,1.105,28.02208371986803
36.0,0.0,II,210,1200.0,1.106,28.02396999773952
36.0,0.0,II,210,1200.0,1.107,28.02584936772289
36.0,0.0,II,210,1200.0,1.108,28.02772189580054
36.0,0.0,II,210,1200.0,1.109,28.029587647191676
36.0,0.0,II,210,1200.0,1.11,28.03144668636282
36.0,0.0,II,210,1200.0,1.111,28.03329907703794
36.0,0.0,II,210,1200.0,1.112,28.035144882208513
36.0,0.0,II,210,1200.0,1.113,28.036984164143465
36.0,0.0,II,210,1200.0,1.114,28.038816984399055
36.0,0.0,II,210,1200.0,1.115,28.04064340382829
36.0,0.0,II,210,1200.0,1.116,28.04246348259052
36.0,0.0,II,210,1200.0,1.117,28.044277280160692
36.0,0.0,II,210,1200.0,1.118,28.046084855338595
36.0,0.0,II,210,1200.0,1.119,28.047886266257766
36.0,0.0,II,210,1200.0,1.12,28.04968157039451
36.0,0.0,II,210,1200.0,1.121,28.05147082457662
36.0,0.0,II,210,1200.0,1.122,28.053254084991945
36.0,0.0,II,210,1200.0,1.123,28.055031407196953
36.0,0.0,II,210,1200.0,1.124,28.05680284612496
36.0,0.0,II,210,1200.0,1.125,28.058568456094555
36.0,0.0,II,210,1200.0,1.126,28.060328290817587
36.0,0.0,II,210,1200.0,1.127,28.062082403407153
36.0,0.0,II,210,1200.0,1.128,28.06383084638549
36.0,0.0,II,210,1200.0,1.129,28.065573671691645
36.0,0.0,II,210,1200.0,1.13,28.067310930689253
36.0,0.0,II,210,1200.0,1.131,28.06904267417391
36.0,0.0,II,210,1200.0,1.132,28.07076895238064
