node_index,x_m,z_m
128,7.86443760082643,3.44320150897208
129,7.77425316917907,3.38942634473762
130,7.68391657775997,3.33590718694551
131,7.59342804388894,3.28264533157159
132,7.50278779338627,3.22964207706007
133,7.41199606065071,3.17689872423837
134,7.32105308873724,3.12441657623025
135,7.22995912943444,3.07219693836727
136,7.13871444334147,3.02024111809855
137,7.04731929994464,2.9685504248988
138,6.95577397769351,2.91712617017461
139,6.86407876407662,2.86596966716911
140,6.77223395569655,2.81508223086477
141,6.68023985834461,2.76446517788455
142,6.58809678707486,2.71411982639131
143,6.49580506627758,2.66404749598541
144,6.40336502975211,2.61424950760065
145,6.310777020779,2.56472718339836
146,6.21804139219153,2.51548184665988
147,6.12515850644644,2.4665148216771
148,6.03212873569394,2.41782743364142
149,5.93895246184692,2.36942100853086
150,5.84563007664934,2.3212968729954
151,5.75216198174375,2.27345635424068
152,5.65854858873794,2.22590077990981
153,5.5647903192706,2.17863147796352
154,5.4708876050761,2.13164977655854
155,5.37684088804821,2.08495700392426
156,5.2826506203028,2.03855448823764
157,5.18831726423946,1.99244355749636
158,5.09384129260205,1.94662553939031
159,4.99922318853801,1.90110176117136
160,4.90446344565665,1.85587354952136
161,4.809562568086,1.81094223041852
162,4.71452107052863,1.76630912900206
163,4.61933947831597,1.72197556943525
164,4.52401832746149,1.67794287476668
165,4.4285581647123,1.63421236678998
166,4.33295954759958,1.59078536590189
167,4.23722304448731,1.54766319095865
168,4.14134923461973,1.50484715913091
169,4.04533870816712,1.4623385857569
170,3.94919206627014,1.42013878419418
171,3.85290992108245,1.37824906566975
172,3.75649289581179,1.33667073912865
173,3.65994162475935,1.29540511108111
174,3.56325675335736,1.25445348544817
175,3.46643893820505,1.21381716340579
176,3.36948884710268,1.17349744322765
177,3.27240715908387,1.13349562012647
178,3.17519456444595,1.09381298609389
179,3.07785176477847,1.05445082973913
180,2.98037947298973,1.01541043612621
181,2.88277841333138,0.976693086609929
182,2.7850493214209,0.938300058670556
183,2.68719294426216,0.900232625747318
184,2.58921004026374,0.862492057070654
185,2.49110137925529,0.825079617493325
186,2.39286774250152,0.787996567320389
187,2.29450992271419,0.751244162138086
188,2.19602872406175,0.714823652641661
189,2.09742496217673,0.678736284462181
190,1.99869946416082,0.642983297992366
191,1.89985306858766,0.607565928211496
192,1.80088662550321,0.572485404509413
193,1.70180099642373,0.53774295050968
194,1.60259705433133,0.503339783891933
195,1.50327568366708,0.469277116213474
196,1.40383778032154,0.43555615273015
197,1.3042842516229,0.402178092216566
198,1.20461601632242,0.369144126785674
199,1.10483400457742,0.336455441707809
200,1.00493915793153,0.30411321522919
201,0.904932429292426,0.272118618389973
202,0.80481478290681,0.240472814841871
203,0.70458719433277,0.209176960665435
204,0.604250650409377,0.178232204187012
205,0.503806149223582,0.147639685795468
206,0.403254700074349,0.117400537758709
207,0.302597323434,0.0875158840400658
208,0.201835050906787,0.0579868401146086
209,0.100968925184624,0.0288145127854342
210,0,0
