node_index,x_m,z_m
57,14.387772631859189,-8.912582188590417
58,14.298486384628387,-8.96783584055515
59,14.209133160565397,-9.02298111550731
60,14.119713027742478,-9.078017829125871
61,14.030226054758037,-9.132945797102867
62,13.940672310737517,-9.187764835145385
63,13.851051865334265,-9.242474758977563
64,13.76136478873039,-9.297075384342579
65,13.67161115163762,-9.351566527004662
66,13.581791025298154,-9.405948002751115
67,13.491904481485488,-9.460219627394327
68,13.40195159250526,-9.514381216773803
69,13.311932431196077,-9.56843258675821
70,13.22184707093032,-9.622373553247408
71,13.13169558561497,-9.67620393217452
72,13.041478049692401,-9.729923539507968
73,12.951194538141179,-9.78353219125356
74,12.860845126476848,-9.837029703456551
75,12.770429890752713,-9.890415892203729
76,12.679948907560615,-9.943690573625497
77,12.589402254031683,-9.996853563897979
78,12.498790007837112,-10.049904679245106
79,12.408112247188892,-10.102843735940745
80,12.317369050840558,-10.155670550310797
81,12.226560498087924,-10.208384938735328
82,12.135686668769809,-10.260986717650702
83,12.044747643268744,-10.313475703551715
84,11.953743502511692,-10.365851712993738
85,11.862674327970746,-10.41811456259487
86,11.771540201663813,-10.470264069038095
87,11.680341206155308,-10.522300049073447
88,11.589077424556823,-10.574222319520183
89,11.497748940527796,-10.62603069726896
90,11.406355838276173,-10.67772499928402
91,11.314898202559046,-10.729305042605379
92,11.223376118683307,-10.780770644351032
93,11.131789672506272,-10.832121621719153
94,11.040138950436312,-10.883357791990306
95,10.948424039433457,-10.934478972529671
96,10.85664502701001,-10.985484980789256
97,10.764802001231145,-11.036375634310138
98,10.672895050715486,-11.0871507507247
99,10.580924264635694,-11.137810147758866
100,10.488889732719038,-11.188353643234365
101,10.396791545247945,-11.23878105507098
102,10.304629793060563,-11.289092201288806
103,10.212404567551296,-11.339286900010531
104,10.12011596067134,-11.389364969463706
105,10.027764064929205,-11.439326227983017
106,9.935348973391227,-11.489170494012594
107,9.842870779682078,-11.538897586108284
108,9.750329577985257,-11.58850732293996
109,9.657725463043574,-11.63799952329383
110,9.56505853015963,-11.687374006074743
111,9.472328875196279,-11.736630590308506
112,9.379536594577086,-11.785769095144213
113,9.286681785286772,-11.83478933985657
114,9.193764544871653,-11.883691143848232
115,9.100784971440063,-11.932474326652141
116,9.007743163662775,-11.981138707933876
117,8.914639220773402,-12.029684107494004
118,8.8214732425688,-12.078110345270439
119,8.728245329409448,-12.126417241340796
120,8.634955582219828,-12.174604615924775
121,8.541604102488789,-12.222672289386525
122,8.448190992269904,-12.270620082237023
123,8.354716354181813,-12.318447815136466
124,8.26118029140856,-12.366155308896653
125,8.167582907699918,-12.413742384483385
126,8.0739243073717,-12.46120886301886
127,7.980204595306061,-12.508554565784095
128,7.886423876951797,-12.555779314221311
129,7.792582258324623,-12.60288292993637
130,7.698679846007442,-12.649865234701188
131,7.60471674715061,-12.696726050456158
132,7.5106930694721825,-12.743465199312585
133,7.416608921258156,-12.79008250355512
134,7.3224644113626915,-12.836577785644197
135,7.228259649208338,-12.882950868218485
136,7.133994744786232,-12.929201574097329
137,7.039669808656297,-12.97532972628321
138,6.945284951947425,-13.021335147964201
139,6.8508402863576485,-13.067217662516429
140,6.756335924154305,-13.112977093506544
141,6.661771978174183,-13.158613264694196
142,6.5671485618236645,-13.204126000034496
143,6.472465789078848,-13.249515123680515
144,6.377723774485673,-13.294780459985756
145,6.282922633160014,-13.339921833506644
146,6.1880624807877815,-13.384939069005027
147,6.093143433625,-13.429831991450662
148,5.99816560849788,-13.47460042602372
149,5.903129122802875,-13.519244198117295
150,5.808034094506729,-13.563763133339904
151,5.712880642146509,-13.60815705751801
152,5.617668884829632,-13.652425796698523
153,5.5223989422338775,-13.696569177151332
154,5.42707093460738,-13.740587025371827
155,5.331684982768625,-13.784479168083418
156,5.236241208106417,-13.82824543224007
157,5.140739732579853,-13.871885645028836
158,5.045180678718262,-13.9153996338724
159,4.949564169621157,-13.9587872264316
160,4.853890328958153,-14.002048250607988
161,4.758159280968888,-14.04518253454637
162,4.662371150462924,-14.088189906637353
163,4.566526062819639,-14.1310701955199
164,4.470624143988104,-14.17382323008389
165,4.374665520486953,-14.216448839472665
166,4.278650319404234,-14.258946853085593
167,4.182578668397248,-14.301317100580647
168,4.086450695692388,-14.343559411876953
169,3.9902665300849467,-14.385673617157359
170,3.8940263009389238,-14.427659546871027
171,3.7977301381868163,-14.469517031735979
172,3.7013781723294006,-14.511245902741692
173,3.6049705344354983,-14.55284599115167
174,3.5085073561417275,-14.594317128506031
175,3.411988769652247,-14.635659146624072
176,3.3154149077384822,-14.676871877606878
177,3.218785903738844,-14.717955153839888
178,3.1221018915584295,-14.758908807995496
179,3.025363005668712,-14.799732673035642
180,2.9285693811072164,-14.840426582214391
181,2.8317211534771936,-14.88099036908055
182,2.734818458947256,-14.921423867480236
183,2.637861434251029,-14.961726911559502
184,2.5408502166867706,-15.001899335766907
185,2.443784944116981,-15.041940974856146
186,2.346665754968015,-15.081851663888624
187,2.2494927882296487,-15.121631238236077
188,2.152266183454671,-15.161279533583173
189,2.0549860807584324,-15.200796385930108
190,1.957652620818397,-15.240181631595224
191,1.860265944873671,-15.279435107217608
192,1.762826194724532,-15.318556649759707
193,1.665333512731923,-15.357546096509925
194,1.5677880418169607,-15.396403285085245
195,1.470189925460403,-15.435128053433836
196,1.3725393077021302,-15.473720239837657
197,1.274836333140584,-15.512179682915082
198,1.1770811469322169,-15.550506221623497
199,1.0792738947909193,-15.588699695261912
200,0.9814147229874273,-15.626759943473594
201,0.8835037783487323,-15.66468680624865
202,0.7855412082574524,-15.702480123926666
203,0.687527160651225,-15.7401397371993
204,0.5894617840220491,-15.777665487112902
205,0.4913452274156427,-15.815057215071128
206,0.3931776404307712,-15.852314762837555
207,0.2949591732185617,-15.889437972538278
208,0.19668997648181374,-15.926426686664541
209,0.09837020147429243,-15.96328074807533
210,0.0,-15.999999999999996
